stc_id,entity_type,entity_text,entity_length,token_count,start_pos,end_pos
PKS_001.004.274.010,LOC,Thanh,5,1,56,56
PKS_001.004.274.011,PER,Bà Triệu,8,2,2,3
PKS_001.004.274.012,PER,Bà Triệu,8,2,0,1
PKS_001.004.274.012,PER,Triệu Trinh Nương,17,3,9,11
PKS_001.004.274.012,PER,Triệu Thị Trinh,15,3,13,15
PKS_001.004.274.013,LOC,Việt Nam,8,2,3,4
PKS_001.004.274.013,TITLE,Bà,2,1,8,8
PKS_001.004.274.013,PER,Triệu,5,1,9,9
PKS_001.004.274.014,PER,Bà Triệu,8,2,4,5
PKS_001.004.274.014,LOC,Việt Nam,8,2,11,12
PKS_001.004.274.015,TME,Mậu Thìn (248),14,3,9,11
PKS_001.004.274.015,LOC,Cửu Chân,8,2,14,15
PKS_001.004.274.016,LOC,Châu,4,1,0,0
PKS_001.004.275.001,PER,Hành dương,10,2,1,2
PKS_001.004.275.001,TITLE,đốc quân đô úy,14,4,3,6
PKS_001.004.275.001,PER,Lục Dận,7,2,8,9
PKS_001.004.275.001,TITLE,Thứ sừ,6,2,11,12
PKS_001.004.275.001,TITLE,Hiệu úy,7,2,14,15
PKS_001.004.275.002,NUM,ba vạn,6,2,12,13
PKS_001.004.275.003,LOC,quận Cừu Chân,13,3,6,8
PKS_001.004.275.003,PER,Triệu Ẩu,8,2,10,11
PKS_001.004.275.003,PER,Dận,3,1,35,35
PKS_001.004.275.004,LOC,Thanh Hóa,9,2,6,7
PKS_001.004.275.004,PER,Triệu,5,1,11,11
PKS_001.004.275.004,NUM,2,1,1,14,14
PKS_001.004.275.004,NUM,10,2,1,16,16
PKS_001.004.275.004,PER,Bính Ngọ,8,2,18,19
PKS_001.004.275.004,NUM,226,3,1,21,21
PKS_001.004.275.005,PER,Triệu Quốc Đạt,14,3,5,7
PKS_001.004.275.005,TITLE,Huyện lệnh,10,2,10,11
PKS_001.004.275.006,TME,năm 20 tuổi,11,3,11,13
PKS_001.004.275.007,LOC,Thanh Hóa,9,2,17,18
PKS_001.004.275.007,LOC,biển Đông,9,2,37,38
PKS_001.004.275.008,PER,Bà,2,1,3,3
PKS_001.004.275.008,TITLE,Đại Nam nhất thong chí,22,5,12,16
PKS_001.004.275.008,PER,Triệu Àu,8,2,26,27
PKS_001.004.275.008,LOC,Quân Yên,8,2,30,31
PKS_001.004.275.008,LOC,Quan Yên,8,2,35,36
PKS_001.004.275.008,NUM,2,1,1,38,38
PKS_001.004.275.008,LOC,Cừu Chân,8,2,40,41
PKS_001.004.275.008,LOC,Bồ Điền,7,2,48,49
PKS_001.004.275.009,LOC,Quan Yên,8,2,3,4
PKS_001.004.275.009,LOC,Yên Dịiih,9,2,8,9
PKS_001.004.275.009,LOC,BÒ Đièn,7,2,13,14
PKS_001.004.275.009,LOC,Phú Đièn,8,2,18,19
PKS_001.004.275.009,NUM,1,1,1,22,22
PKS_001.004.275.010,LOC,Định Công,9,2,4,5
PKS_001.004.275.010,LOC,Thiệu Yên,9,2,8,9
PKS_001.004.275.010,LOC,Thanh Hóa,9,2,12,13
PKS_001.004.275.010,LOC,Quan Yên,8,2,24,25
PKS_001.004.275.011,LOC,Núi Đọ,6,2,18,19
PKS_001.004.275.012,PER,Bà Triệu,8,2,22,23
PKS_001.004.275.013,LOC,Thôn Cẩm Trướng,15,3,0,2
PKS_001.004.275.013,PER,Bà Triệu,8,2,21,22
PKS_001.004.276.002,TITLE,nữ tướng,8,2,15,16
PKS_001.004.276.002,PER,Triệu,5,1,18,18
PKS_001.004.276.003,LOC,núi Nưa,7,2,7,8
PKS_001.004.276.003,PER,Bà,2,1,12,12
PKS_001.004.276.003,NUM,30,2,1,14,14
PKS_001.004.276.004,PER,Bà Triệu,8,2,12,13
PKS_001.004.276.004,LOC,Tư Phố,6,2,21,22
PKS_001.004.276.005,LOC,sông Mã,7,2,11,12
PKS_001.004.276.005,LOC,Phú Điền,8,2,18,19
PKS_001.004.276.006,LOC,núi Chung Chinh,15,3,12,14
PKS_001.004.276.006,PER,bà Triệu,8,2,16,17
PKS_001.004.276.006,PER,Lý,2,1,27,27
PKS_001.004.276.006,NUM,7,1,1,33,33
PKS_001.004.276.006,NUM,1,1,1,37,37
PKS_001.004.276.007,LOC,Bồ Điền,7,2,1,2
PKS_001.004.276.007,NUM,30,2,1,6,6
PKS_001.004.276.007,PER,Bà Triệu,8,2,13,14
PKS_001.004.276.008,LOC,Cửu Chân,8,2,2,3
PKS_001.004.276.008,TITLE,nữ tướng,8,2,10,11
PKS_001.004.276.009,LOC,Thanh Hóa,9,2,12,13
PKS_001.004.276.012,LOC,núi,3,1,3,3
PKS_001.004.276.013,PER,Bà Triệu,8,2,1,2
PKS_001.004.276.016,LOC,Cửu Chân,8,2,17,18
PKS_001.004.276.017,TITLE,Thái thú,8,2,1,2
PKS_001.004.276.017,TITLE,Huyện lệnh,10,2,4,5
PKS_001.004.276.018,LOC,Cửu Chân,8,2,1,2
PKS_001.004.276.018,LOC,Giao Chi,8,2,13,14
PKS_001.004.276.018,LOC,Cửu Đức,7,2,18,19
PKS_001.004.276.018,LOC,Nhật Nam,8,2,21,22
PKS_001.004.276.019,PER,Lục Dận,7,2,18,19
PKS_001.004.276.019,TITLE,Thứ sử,6,2,22,23
PKS_001.004.276.019,LOC,Giao Châu,9,2,24,25
PKS_001.004.276.020,PER,Lục Dận,7,2,0,1
PKS_001.004.276.020,NUM,8.000,5,1,4,4
PKS_001.004.277.002,TME,một thời gian,13,3,2,4
PKS_001.004.277.004,LOC,Giao Chi,8,2,5,6
PKS_001.004.277.005,PER,Quân Ngô,8,2,0,1
PKS_001.004.277.005,LOC,Cửu Chân,8,2,9,10
PKS_001.004.277.006,NUM,2,1,1,11,11
PKS_001.004.277.007,LOC,Tạc Khẩu,8,2,2,3
PKS_001.004.277.007,LOC,Hoàng Cương,11,2,9,10
PKS_001.004.277.007,LOC,Chính Đại,9,2,12,13
PKS_001.004.277.007,LOC,Bạch Ác,7,2,15,16
PKS_001.004.277.007,LOC,Lèn,3,1,19,19
PKS_001.004.277.008,NUM,2,1,1,2,2
PKS_001.004.277.008,LOC,Sung,4,1,7,7
PKS_001.004.277.008,LOC,Vích,4,1,9,9
PKS_001.004.277.008,LOC,Lạch Trường,11,2,11,12
PKS_001.004.277.008,LOC,Nam,3,1,17,17
PKS_001.004.277.009,LOC,Bồ Điền,7,2,3,4
PKS_001.004.277.009,LOC,Lèn,3,1,11,11
PKS_001.004.277.009,LOC,Đào,3,1,16,16
PKS_001.004.277.009,LOC,Yên Mô,6,2,23,24
PKS_001.004.277.010,PER,Bà Triệu,8,2,16,17
PKS_001.004.277.011,TME,2 tháng,7,2,1,2
PKS_001.004.277.011,LOC,Bồ Điền,7,2,12,13
PKS_001.004.277.012,NUM,30,2,1,2,2
PKS_001.004.277.012,PER,Bà Triệu,8,2,7,8
PKS_001.004.277.013,PER,Bà Triệu,8,2,0,1
PKS_001.004.277.013,TME,ngày 22 – 2 năm Mậu Thìn (248),30,8,6,13
PKS_001.004.277.015,PER,Bà Triệu,8,2,3,4
PKS_001.004.277.016,TME,thế kỷ II – III,15,5,28,32
PKS_001.004.277.017,PER,Bà Triệu,8,2,10,11
PKS_001.004.277.017,LOC,Việt,4,1,31,31
PKS_001.004.277.017,PER,Hai Bà Trưng,12,3,36,38
PKS_001.004.277.019,PER,Lý Bí,5,2,3,4
PKS_001.004.277.019,LOC,Vạn Xuân,8,2,10,11
PKS_001.004.277.020,TME,thời kỳ Nam Bắc Triều,21,5,1,5
PKS_001.004.277.020,LOC,Trung Hoa,9,2,7,8
PKS_001.004.277.020,NUM,420,3,1,10,10
PKS_001.004.277.020,NUM,589,3,1,12,12
PKS_001.004.277.020,LOC,Bắc Triều,9,2,14,15
PKS_001.004.277.020,NUM,năm,3,1,17,17
PKS_001.004.277.020,NUM,386,3,1,23,23
PKS_001.004.277.020,NUM,534,3,1,25,25
PKS_001.004.277.020,NUM,534,3,1,30,30
PKS_001.004.277.020,NUM,550,3,1,32,32
PKS_001.004.278.001,LOC,Tây Ngụy,8,2,0,1
PKS_001.004.278.001,TME,535 - 557,9,3,3,5
PKS_001.004.278.001,LOC,Bắc Tề,6,2,7,8
PKS_001.004.278.001,TME,550-577,7,1,10,10
PKS_001.004.278.001,LOC,Bắc Chu,7,2,13,14
PKS_001.004.278.001,TME,557 - 581,9,3,16,18
PKS_001.004.278.002,LOC,Nam Triều,9,2,0,1
PKS_001.004.278.002,NUM,bốn,3,1,3,3
PKS_001.004.278.002,TME,420 - 479,9,3,8,10
PKS_001.004.278.002,TME,479 - 502,9,3,14,16
PKS_001.004.278.002,TME,502 - 557,9,3,20,22
PKS_001.004.278.002,TME,557 - 589,9,3,27,29
PKS_001.004.278.002,LOC,Kiến Khang,10,2,35,36
PKS_001.004.278.002,LOC,Nam Trung Hoa,13,3,41,43
PKS_001.004.278.003,TME,thế kỷ VI,9,3,2,4
PKS_001.004.278.003,LOC,Giao Châu,9,2,6,7
PKS_001.004.278.003,NUM,4,1,1,11,11
PKS_001.004.278.003,LOC,Trung Quốc,10,2,22,23
PKS_001.004.278.004,LOC,Giao Châu,9,2,0,1
PKS_001.004.278.004,NUM,265,3,1,6,6
PKS_001.004.278.004,NUM,420,3,1,8,8
PKS_001.004.278.005,LOC,Giao Châu,9,2,0,1
PKS_001.004.278.005,TME,420 - 479,9,3,6,8
PKS_001.004.278.006,LOC,Giao Châu,9,2,0,1
PKS_001.004.278.006,TME,479 - 502,9,3,6,8
PKS_001.004.278.007,LOC,Giao Châu,9,2,0,1
PKS_001.004.278.007,LOC,Lương,5,1,3,3
PKS_001.004.278.007,TME,502 - 557,9,3,5,7
PKS_001.004.278.008,LOC,Giao Châu,9,2,0,1
PKS_001.004.278.008,TME,502 - 557,9,3,10,12
PKS_001.004.278.009,TME,Năm 502,7,2,0,1
PKS_001.004.278.009,PER,Tiêu Diễn,9,2,3,4
PKS_001.004.278.009,TME,502 - 557,9,3,14,16
PKS_001.004.278.010,LOC,Giao Châu,9,2,3,4
PKS_001.004.278.010,TITLE,Thứ sử,6,2,6,7
PKS_001.004.278.010,PER,Lý Khải,7,2,13,14
PKS_001.004.278.010,LOC,Giao Châu,9,2,18,19
PKS_001.004.278.011,PER,Lý Khải,7,2,3,4
PKS_001.004.278.011,LOC,Giao Châu,9,2,17,18
PKS_001.004.278.012,PER,Tiêu Tư,7,2,0,1
PKS_001.004.278.012,TITLE,Thứ sử,6,2,13,14
PKS_001.004.278.012,LOC,Giao Châu,9,2,16,17
PKS_001.004.278.013,LOC,Giao,4,1,15,15
PKS_001.004.278.013,LOC,Giao Chi,8,2,20,21
PKS_001.004.278.013,LOC,Tân Xương,9,2,23,24
PKS_001.004.278.013,LOC,Vũ Bình,7,2,26,27
PKS_001.004.278.013,LOC,Cửu Chân,8,2,29,30
PKS_001.004.278.013,LOC,Nhật Nam,8,2,32,33
PKS_001.004.278.013,LOC,Cửu Đức,7,2,35,36
PKS_001.004.278.014,LOC,Châu Giao,9,2,0,1
PKS_001.004.278.014,NUM,6,1,1,5,5
PKS_001.004.278.015,LOC,Giao Châu,9,2,0,1
PKS_001.004.278.015,LOC,Bắc Bộ,6,2,14,15
PKS_001.004.278.016,PER,Hoàng Châu,10,2,0,1
PKS_001.004.278.016,LOC,Giao Châu,9,2,7,8
PKS_001.004.278.016,LOC,Quảng Ninh,10,2,11,12
PKS_001.004.278.017,PER,Ái Châu,7,2,0,1
PKS_001.004.278.017,LOC,Cửu Chân,8,2,5,6
PKS_001.004.278.017,LOC,Thanh Hóa,9,2,9,10
PKS_001.004.278.018,PER,Minh Châu,9,2,0,1
PKS_001.004.279.001,LOC,Đức Châu,8,2,0,1
PKS_001.004.279.002,PER,Lợi Châu,8,2,0,1
PKS_001.004.279.003,TITLE,Sĩ tộc,6,2,24,25
PKS_001.004.279.004,LOC,phương Nam,10,2,17,18
PKS_001.004.279.006,LOC,Nam triều,9,2,6,7
PKS_001.004.279.006,TITLE,Sĩ tộc,6,2,19,20
PKS_001.004.279.006,LOC,phương Bắc,10,2,21,22
PKS_001.004.279.006,NUM,hai,3,1,29,29
PKS_001.004.279.006,LOC,Giao Châu,9,2,34,35
PKS_001.004.279.007,TME,Thứ nhất,8,2,0,1
PKS_001.004.279.007,LOC,Trung Hoa,9,2,8,9
PKS_001.004.279.007,LOC,Giao Châu,9,2,16,17
PKS_001.004.279.007,LOC,Việt,4,1,20,20
PKS_001.004.279.007,TME,thứ hai,7,2,51,52
PKS_001.004.279.007,LOC,Việt,4,1,59,59
PKS_001.004.279.010,LOC,Giao Châu,9,2,0,1
PKS_001.004.279.010,NUM,trăm,4,1,5,5
PKS_001.004.279.012,TITLE,Việt sử tiêu án,15,4,1,4
PKS_001.004.279.012,PER,Ngô Thì Sĩ,10,3,6,8
PKS_001.004.279.012,TITLE,Thứ sử,6,2,13,14
PKS_001.004.279.012,LOC,Giao Châu,9,2,15,16
PKS_001.004.279.012,PER,Tiêu Tư,7,2,18,19
PKS_001.004.279.012,LOC,Giao Châu,9,2,37,38
PKS_001.004.279.012,PER,Lý Bí,5,2,48,49
PKS_001.004.280.001,PER,Lý Bí,5,2,5,6
PKS_001.004.280.002,PER,Lý Bí,5,2,0,1
PKS_001.004.280.002,PER,Lý Bôn,6,2,6,7
PKS_001.004.280.002,TITLE,Hào trưởng,10,2,11,12
PKS_001.004.280.002,LOC,Giao Chỉ,8,2,16,17
PKS_001.004.280.003,LOC,Trung Quốc,10,2,2,3
PKS_001.004.280.003,LOC,Giao,4,1,9,9
PKS_001.004.280.003,LOC,Việt Nam,8,2,15,16
PKS_001.004.280.003,LOC,Trung Hoa,9,2,21,22
PKS_001.004.280.004,LOC,Giao Châu,9,2,7,8
PKS_001.004.280.006,PER,Lý Bôn,6,2,9,10
PKS_001.004.280.006,TITLE,Vua,3,1,17,17
PKS_001.004.280.006,PER,Lý,2,1,19,19
PKS_001.004.280.006,PER,Bôn,3,1,23,23
PKS_001.004.280.006,TITLE,Việt sử tiêu án,15,4,26,29
PKS_001.004.280.007,TME,ngày nay,8,2,1,2
PKS_001.004.280.007,PER,Bí,2,1,19,19
PKS_001.004.280.008,PER,Nguyễn Đình Hưng,16,3,0,2
PKS_001.004.280.009,PER,Lý Nam Đế,9,3,2,4
PKS_001.004.280.009,LOC,Hoài Đức,8,2,11,12
PKS_001.004.280.009,LOC,Hà Tây,6,2,14,15
PKS_001.004.280.009,NUM,số 335,6,2,20,21
PKS_001.004.280.009,TME,tháng 7-2009,12,2,23,24
PKS_001.004.280.009,NUM,23,2,1,27,27
PKS_001.004.280.009,TITLE,Đại học sĩ,10,3,41,43
PKS_001.004.280.009,PER,Nguyễn Bính,11,2,44,45
PKS_001.004.280.009,TME,năm Hồng Phúc nguyên niên (1572),32,6,49,54
PKS_001.004.280.009,TME,năm Tự Đức thứ 5 (1852),23,6,63,68
PKS_001.004.280.009,LOC,Giang Xá,8,2,73,74
PKS_001.004.280.009,LOC,Hoài Đức,8,2,77,78
PKS_001.004.280.009,LOC,Hà Tây,6,2,80,81
PKS_001.004.280.010,PER,Lý Nam Đế,9,3,13,15
PKS_001.004.280.010,LOC,Việt,4,1,22,22
PKS_001.004.280.011,TITLE,Đại Đồng,8,2,3,4
PKS_001.004.280.011,TITLE,tướng,5,1,8,8
PKS_001.004.280.011,PER,Tiêu Tư,7,2,9,10
PKS_001.004.280.011,TITLE,Thứ sử,6,2,14,15
PKS_001.004.280.011,LOC,Giao Châu,9,2,17,18
PKS_001.004.280.014,LOC,châu Giã Năng,13,3,3,5
PKS_001.004.280.014,LOC,Kinh Bắc,8,2,8,9
PKS_001.004.280.014,PER,Lý Toàn,7,2,12,13
PKS_001.004.280.014,LOC,châu Ái,7,2,17,18
PKS_001.004.280.014,LOC,Thanh Hóa,9,2,21,22
PKS_001.004.280.014,PER,Lê Thị Oánh,11,3,26,28
PKS_001.004.280.016,TME,Ngày 12 tháng 9 năm Quý Mùi,27,7,0,6
PKS_001.004.280.016,NUM,hai,3,1,8,8
PKS_001.004.280.017,PER,Ông,3,1,0,0
PKS_001.004.280.017,PER,bà,2,1,1,1
PKS_001.004.280.017,PER,Bí,2,1,6,6
PKS_001.004.280.018,PER,Lý Bí,5,2,1,2
PKS_001.004.280.018,NUM,5,1,1,4,4
PKS_001.004.280.018,NUM,hai,3,1,9,9
PKS_001.004.280.019,PER,Lý Bí,5,2,0,1
PKS_001.004.280.019,PER,Lý Bảo,6,2,5,6
PKS_001.004.280.022,NUM,ba,2,1,3,3
PKS_001.004.280.022,PER,Lê,2,1,6,6
PKS_001.004.280.022,PER,Nguyễn,6,1,8,8
PKS_001.004.280.022,PER,Trần,4,1,11,11
PKS_001.004.280.022,LOC,Giang Xá,8,2,14,15
PKS_001.004.280.022,LOC,Sơn Tây,7,2,17,18
PKS_001.004.280.023,PER,Lý Bí,5,2,0,1
PKS_001.004.280.023,LOC,Bảo Linh,8,2,9,10
PKS_001.004.280.024,PER,Lý Bí,5,2,3,4
PKS_001.004.280.025,PER,Lý Bí,5,2,0,1
PKS_001.004.280.025,PER,Tiêu Tu,7,2,31,32
PKS_001.004.280.026,PER,Lý Bí,5,2,0,1
PKS_001.004.280.026,LOC,Đan Phượng,10,2,12,13
PKS_001.004.280.026,LOC,Giã Năng,8,2,15,16
PKS_001.004.280.026,LOC,Chu Diên,8,2,18,19
PKS_001.004.280.026,NUM,ba nghìn,8,2,22,23
PKS_001.004.280.027,PER,Tinh Thiều,10,2,9,10
PKS_001.004.280.027,PER,Triệu Túc,9,2,12,13
PKS_001.004.280.027,PER,Phạm Tu,7,2,15,16
PKS_001.004.280.028,PER,Lý Bí,5,2,7,8
PKS_001.004.281.002,PER,Ông,3,1,0,0
PKS_001.004.281.002,TITLE,Giám quân,9,2,12,13
PKS_001.004.281.002,LOC,Đức Châu,8,2,15,16
PKS_001.004.281.004,TITLE,Đại Việt sử ký toàn thư,23,6,8,13
PKS_001.004.281.004,TITLE,Khâm định Việt sử thông giám cương mục,38,8,15,22
PKS_001.004.281.004,TITLE,Việt điện u linh,16,4,24,27
PKS_001.004.281.004,PER,Lý Bí,5,2,31,32
PKS_001.004.281.004,LOC,Long Hưng,9,2,36,37
PKS_001.004.281.004,LOC,Thái Bình,9,2,39,40
PKS_001.004.281.005,TITLE,Khâm định Việt sử thông giám cương mục,38,8,4,11
PKS_001.004.281.005,LOC,Thái Bình,9,2,21,22
PKS_001.004.281.005,TME,năm 621,7,2,30,31
PKS_001.004.281.005,LOC,Long Hưng,9,2,35,36
PKS_001.004.281.005,NUM,¹,1,1,51,51
PKS_001.004.281.006,PER,Lý Bí,5,2,49,50
PKS_001.004.281.006,LOC,Thái Bình,9,2,56,57
PKS_001.004.281.006,LOC,Giã Năng,8,2,60,61
PKS_001.004.281.006,LOC,Kinh Bắc,8,2,64,65
PKS_001.004.281.006,LOC,Tiên Phong,10,2,70,71
PKS_001.004.281.006,LOC,Phổ Yên,7,2,74,75
PKS_001.004.281.006,LOC,Thái Nguyên,11,2,78,79
PKS_001.004.281.006,NUM,²,1,1,80,80
PKS_001.004.281.007,PER,Lý Bí,5,2,3,4
PKS_001.004.281.008,PER,Lý Bí,5,2,4,5
PKS_001.004.281.008,TME,mùa Xuân năm 542,16,4,10,13
PKS_001.004.281.010,PER,Lý Bí,5,2,0,1
PKS_001.004.282.002,LOC,Việt Nam,8,2,2,3
PKS_001.004.282.002,PER,Lý Bí,5,2,11,12
PKS_001.004.282.003,PER,Tinh Thiều,10,2,8,9
PKS_001.004.282.004,TITLE,Khâm định Việt sử thông giám cương mục,38,8,0,7
PKS_001.004.282.004,TITLE,Thượng thư bộ Lại,17,4,25,28
PKS_001.004.282.004,PER,Sái Tốn,7,2,30,31
PKS_001.004.282.004,PER,Tinh,4,1,37,37
PKS_001.004.282.004,TITLE,Quảng Dương môn lang,20,4,48,51
PKS_001.004.282.005,PER,Tinh Thiều,10,2,0,1
PKS_001.004.282.005,PER,Lý Bôn,6,2,10,11
PKS_001.004.282.005,PER,Tinh Thiều,10,2,13,14
PKS_001.004.282.005,LOC,Việt,4,1,21,21
PKS_001.004.282.005,LOC,Nam Triều,9,2,48,49
PKS_001.004.282.006,LOC,Bắc,3,1,3,3
PKS_001.004.282.007,LOC,phương Nam,10,2,2,3
PKS_001.004.282.008,PER,Tinh Thiều,10,2,0,1
PKS_001.004.282.008,LOC,Việt,4,1,5,5
PKS_001.004.282.008,LOC,Lĩnh Nam,8,2,8,9
PKS_001.004.282.009,PER,Lý Bí,5,2,29,30
PKS_001.004.282.010,TITLE,Vị tướng,8,2,0,1
PKS_001.004.282.010,PER,Triệu Quang Phục,16,3,22,24
PKS_001.004.282.011,PER,Ông,3,1,0,0
PKS_001.004.282.011,PER,Triệu Túc,9,2,3,4
PKS_001.004.282.011,TITLE,Tù trưởng,9,2,7,8
PKS_001.004.282.011,LOC,Chu Diên,8,2,11,12
PKS_001.004.282.011,LOC,Đan Phượng,10,2,14,15
PKS_001.004.282.011,LOC,Hoài Đức,8,2,17,18
PKS_001.004.282.011,LOC,Hà Nội,6,2,24,25
PKS_001.004.282.012,PER,Triệu Túc,9,2,3,4
PKS_001.004.282.012,PER,Lý Bí,5,2,9,10
PKS_001.004.282.013,PER,Ngô Thì Sĩ,10,3,0,2
PKS_001.004.282.013,PER,Triệu Túc,9,2,5,6
PKS_001.004.282.013,NUM,2,1,1,15,15
PKS_001.004.282.013,PER,Triệu Quang Phục,16,3,17,19
PKS_001.004.283.001,PER,Lý Bí,5,2,6,7
PKS_001.004.283.001,TITLE,Tả tướng,8,2,14,15
PKS_001.004.283.002,LOC,Đạo Đức,7,2,3,4
PKS_001.004.283.002,LOC,Bình Xuyên,10,2,7,8
PKS_001.004.283.002,LOC,Vĩnh Phúc,9,2,10,11
PKS_001.004.283.002,PER,Lý Bí,5,2,19,20
PKS_001.004.283.002,PER,Triệu Quang Phục,16,3,22,24
PKS_001.004.283.002,LOC,Táo Tuyến,9,2,27,28
PKS_001.004.283.003,LOC,đây,3,1,15,15
PKS_001.004.283.004,PER,Lý Bí,5,2,1,2
PKS_001.004.283.004,LOC,Đông Lỗ,7,2,9,10
PKS_001.004.283.005,LOC,sông Đáy,8,2,13,14
PKS_001.004.283.005,LOC,Nhu Hoài Đức,12,3,18,20
PKS_001.004.283.005,LOC,Quốc Oai,8,2,22,23
PKS_001.004.283.005,LOC,Đan Phượng,10,2,25,26
PKS_001.004.283.005,LOC,Hà Nội,6,2,32,33
PKS_001.004.283.005,PER,Lý Bí,5,2,55,56
PKS_001.004.283.005,PER,Lý Phục Man,11,3,60,62
PKS_001.004.283.006,PER,Ông,3,1,0,0
PKS_001.004.283.006,LOC,Yên Sở,6,2,4,5
PKS_001.004.283.006,LOC,Hoài Đức,8,2,7,8
PKS_001.004.283.007,TITLE,Ông,3,1,0,0
PKS_001.004.283.007,PER,Lý Bí,5,2,18,19
PKS_001.004.283.008,PER,Lý Bí,5,2,20,21
PKS_001.004.283.008,TITLE,Đại tướng,9,2,25,26
PKS_001.004.283.009,LOC,Đỗ Động,7,2,10,11
PKS_001.004.283.010,PER,Di,2,1,12,12
PKS_001.004.283.010,PER,Lão,3,1,14,14
PKS_001.004.283.011,PER,Ông,3,1,0,0
PKS_001.004.283.011,LOC,Lâm Áp,6,2,9,10
PKS_001.004.283.011,PER,Lý Bí,5,2,14,15
PKS_001.004.283.012,PER,Ông,3,1,0,0
PKS_001.004.283.012,TITLE,Thái úy,7,2,5,6
PKS_001.004.283.012,LOC,Vạn Xuân,8,2,10,11
PKS_001.004.283.013,PER,Phạm Tu,7,2,7,8
PKS_001.004.283.013,LOC,Thanh Liệt,10,2,16,17
PKS_001.004.283.013,LOC,Hà Nội,6,2,19,20
PKS_001.004.283.013,PER,Lý Bí,5,2,25,26
PKS_001.004.283.013,LOC,Lâm Ấp,6,2,44,45
PKS_001.004.283.014,PER,Ông,3,1,0,0
PKS_001.004.283.014,LOC,Vạn Xuân,8,2,13,14
PKS_001.004.283.015,PER,Phạm Tu,7,2,10,11
PKS_001.004.283.015,PER,Lý Phục Man,11,3,13,15
PKS_001.004.283.016,PER,Phạm Tu,7,2,0,1
PKS_001.004.283.016,LOC,Lâm Ấp,6,2,10,11
PKS_001.004.283.016,LOC,Lâm Áp,6,2,14,15
PKS_001.004.283.016,LOC,châu Hoan,9,2,18,19
PKS_001.004.283.017,TITLE,Quốc tính,9,2,7,8
PKS_001.004.283.017,PER,Lý Phục Man,11,3,13,15
PKS_001.004.283.018,PER,Ông,3,1,0,0
PKS_001.004.283.018,TITLE,Phục Man tướng quân,19,4,5,8
PKS_001.004.283.018,PER,Phạm Tu,7,2,9,10
PKS_001.004.284.001,LOC,Trâu Tảo,8,2,3,4
PKS_001.004.284.001,LOC,Gia Lâm,7,2,6,7
PKS_001.004.284.001,PER,Lý Công Tuấn,12,3,10,12
PKS_001.004.284.001,LOC,Cổ Sở,5,2,17,18
PKS_001.004.284.001,LOC,Quốc Oai,8,2,20,21
PKS_001.004.284.001,LOC,Trâu Tảo,8,2,27,28
PKS_001.004.284.001,LOC,Gia Lâm,7,2,30,31
PKS_001.004.284.002,PER,Ông,3,1,0,0
PKS_001.004.284.002,TITLE,Ông trưởng,10,2,19,20
PKS_001.004.284.004,PER,Lý Bí,5,2,0,1
PKS_001.004.284.005,NUM,2.000,5,1,3,3
PKS_001.004.284.006,LOC,Hà Nội,6,2,9,10
PKS_001.004.284.006,LOC,Hà Nội,6,2,17,18
PKS_001.004.284.006,LOC,Hà Tây,6,2,20,21
PKS_001.004.284.006,PER,Lý Bí,5,2,34,35
PKS_001.004.284.007,PER,Lý Bí,5,2,8,9
PKS_001.004.284.007,LOC,châu Giao,9,2,36,37
PKS_001.004.284.009,TME,năm thứ 7,9,3,6,8
PKS_001.004.284.009,TITLE,Đại Đồng,8,2,11,12
PKS_001.004.284.009,NUM,542,3,1,14,14
PKS_001.004.284.009,TME,3 tháng,7,2,22,23
PKS_001.004.284.009,PER,Lý Bí,5,2,27,28
PKS_001.004.284.009,LOC,Long Biên,9,2,34,35
PKS_001.004.284.010,TITLE,Thứ sử,6,2,5,6
PKS_001.004.284.010,PER,Tiêu Tư,7,2,7,8
PKS_001.004.284.010,PER,Lý Bí,5,2,22,23
PKS_001.004.284.010,LOC,Việt Châu,9,2,33,34
PKS_001.004.284.010,LOC,Quảng Đông,10,2,36,37
PKS_001.004.284.012,PER,Quân Lương,10,2,0,1
PKS_001.004.284.013,LOC,Long Biên,9,2,16,17
PKS_001.004.284.013,LOC,Bắc Bộ,6,2,40,41
PKS_001.004.284.014,LOC,Ái Châu,7,2,2,3
PKS_001.004.284.015,LOC,Lưu Xá,6,2,3,4
PKS_001.004.284.015,PER,Lý Bí,5,2,8,9
PKS_001.004.284.015,PER,Lý Thiên Bảo,12,3,17,19
PKS_001.004.284.015,TITLE,Giám quân,9,2,21,22
PKS_001.004.284.015,LOC,Tân Xương,9,2,29,30
PKS_001.004.284.015,LOC,Vĩnh Phú,8,2,32,33
PKS_001.004.284.016,PER,Lý Phục Man,11,3,0,2
PKS_001.004.284.016,TITLE,Uy Viễn tướng công,18,4,4,7
PKS_001.004.285.001,LOC,Nhật Nam,8,2,1,2
PKS_001.004.285.002,TME,Ba tháng sau,12,3,0,2
PKS_001.004.285.003,PER,Lý Bí,5,2,2,3
PKS_001.004.285.004,TITLE,Thứ sử,6,2,9,10
PKS_001.004.285.004,TITLE,Thứ sử,6,2,18,19
PKS_001.004.285.004,LOC,Việt Châu,9,2,20,21
PKS_001.004.285.004,PER,Trần Hầu,8,2,23,24
PKS_001.004.285.004,TITLE,Thứ sử,6,2,26,27
PKS_001.004.285.004,LOC,La Châu,7,2,28,29
